eid,age,gender,maritalstatus,department,jobrole,education,environmentsatisfaction,jobinvolvement,joblevel,jobsatisfaction,Annualincome,relationshipsatisfaction,workinghrsperday,totalworkingyearsexperience,TrainingTime,WorkLifeBalance,BehaviourialCompetence,OntimeDelivery,TicketSolvingManagements,Projectevlaution,Workingfromhomeoroffice,Psychosocialindicators,overtime,attendance,effectedwithcorona,PercentSalaryHike,Netconnectivity,PerformanceRating
YjU185,47,f,married,Sales,Sales Representative,5,4,1,4,2,19,3,8,7,5,3,2,3,1,6,office,0,no,present,no,9,yes,4
yut649,43,m,single,Research & Development,Research Scientist,3,3,3,2,2,24,3,8,15,5,2,2,1,5,14,office,3,yes,absent,yes,1,yes,1
xoG086,26,m,married,Research & Development,Research Director,3,4,2,5,1,11,1,8,1,3,2,4,5,5,8,office,2,yes,absent,no,9,yes,1
JJK532,50,m,married,Research & Development,Research Director,4,2,3,1,2,19,4,8,12,5,2,5,2,2,10,office,4,no,absent,no,7,no,3
EzX819,43,m,married,Sales,Sales Executive,1,3,2,1,2,9,4,8,21,2,3,0,5,1,14,home,2,yes,absent,no,14,yes,3
RMl495,43,f,single,Sales,Sales Representative,1,2,2,1,2,24,4,8,8,5,4,4,1,5,11,office,1,yes,present,yes,11,no,2
JIJ761,45,f,single,Research & Development,Research Scientist,1,2,3,3,2,16,3,8,2,2,1,1,2,4,6,home,0,yes,present,no,11,no,1
CgN601,34,f,married,Sales,Sales Representative,5,3,4,1,3,6,3,8,8,4,4,2,5,5,5,office,1,yes,present,no,10,yes,4
ySt513,31,f,single,Sales,Sales Representative,3,2,2,2,4,20,3,8,25,5,4,0,1,5,9,home,4,no,present,yes,12,no,1
IqT282,38,m,married,Sales,Sales Executive,5,2,1,4,1,23,1,8,16,5,4,4,3,5,12,office,4,no,present,no,7,yes,3
IdZ714,39,m,married,Research & Development,Manufacturing Director,4,4,1,4,1,14,2,8,22,6,1,1,5,2,6,office,4,yes,present,no,16,no,2
INb811,38,f,single,Research & Development,Healthcare Representative,5,4,3,4,3,18,1,8,25,3,2,4,4,2,8,office,2,yes,present,no,5,yes,4
BIn621,37,f,single,Research & Development,Research Scientist,2,2,1,4,1,17,2,8,24,2,1,2,2,5,7,home,5,no,absent,no,12,no,2
Cep796,50,m,single,Research & Development,Laboratory Technician,5,2,3,5,4,19,4,8,20,6,2,2,5,1,12,home,2,yes,present,yes,10,yes,3
tVK066,39,m,single,Research & Development,Manufacturing Director,4,4,3,5,1,25,1,8,16,4,3,4,5,5,8,office,3,yes,absent,yes,10,no,4
XAH599,38,f,single,Sales,Sales Executive,5,2,2,4,4,16,3,8,23,4,4,2,3,2,14,home,0,yes,absent,no,1,no,1
VKd104,34,f,single,Sales,Sales Executive,4,2,4,3,4,21,3,8,18,1,2,4,2,5,13,home,3,no,absent,yes,6,no,1
Mdh116,46,f,single,Sales,Sales Executive,2,4,1,3,4,5,1,8,17,5,1,1,3,3,10,home,5,no,absent,no,13,no,2
JiV792,34,m,married,Research & Development,Research Scientist,1,2,3,1,4,14,2,8,14,4,3,0,4,5,9,home,1,yes,present,no,14,no,3
EDh616,39,f,single,Human Resources,Human Resources,3,3,4,3,3,25,3,8,16,5,1,4,2,5,11,home,2,yes,present,no,5,yes,4
iKd727,50,f,married,Sales,Sales Executive,1,4,1,5,4,6,3,8,19,6,4,5,4,1,4,home,1,yes,absent,yes,1,no,2
osQ400,39,m,married,Sales,Sales Executive,5,4,1,2,3,15,3,8,8,1,4,5,3,5,5,home,1,yes,absent,no,12,no,3
pEv354,47,m,married,Sales,Sales Executive,4,3,2,5,3,7,4,8,13,5,2,2,3,1,10,office,0,yes,present,no,6,no,3
ZHs670,32,m,single,Research & Development,Research Scientist,4,1,1,4,3,20,2,8,5,4,4,5,5,5,12,office,4,yes,present,yes,14,yes,2
glN308,44,m,married,Research & Development,Research Scientist,3,2,1,1,2,9,4,8,15,1,2,5,4,5,11,office,1,no,present,no,9,no,4
TGu751,25,m,married,Research & Development,Research Scientist,2,4,4,2,1,12,3,8,24,6,2,4,1,4,5,home,3,yes,present,yes,9,no,3
qNt794,50,f,married,Research & Development,Research Scientist,3,1,3,4,2,25,4,8,2,6,3,1,2,3,9,home,3,no,present,yes,5,yes,3
Bsu144,40,f,single,Research & Development,Research Scientist,2,3,2,5,3,12,2,8,14,4,3,2,2,5,13,office,0,yes,absent,yes,11,yes,1
trP864,35,m,married,Research & Development,Research Scientist,1,1,1,3,4,19,3,8,13,3,3,4,2,2,7,office,4,yes,absent,no,5,yes,2
uee005,41,m,married,Sales,Sales Executive,3,1,3,4,1,17,3,8,20,4,3,5,3,5,8,home,0,no,present,no,5,no,2
ejP033,27,m,married,Sales,Sales Executive,1,2,4,1,2,25,4,8,20,4,4,3,1,4,13,home,1,yes,present,no,10,yes,2
BPp633,50,f,single,Research & Development,Manufacturing Director,3,3,3,4,4,18,3,8,19,2,4,0,5,1,13,home,3,no,present,no,6,yes,4
zXH271,44,f,married,Sales,Sales Representative,1,3,1,1,4,23,1,8,25,4,2,4,1,5,9,home,3,no,absent,yes,8,yes,4
tUC353,26,m,single,Research & Development,Healthcare Representative,2,3,3,4,2,12,1,8,20,1,2,1,2,2,11,office,1,no,absent,no,14,yes,2
ZDM032,26,f,single,Research & Development,Manufacturing Director,5,1,2,3,4,20,1,8,18,2,2,0,5,3,14,home,4,no,absent,yes,16,no,1
ATd153,50,m,single,Sales,Sales Executive,5,1,2,2,2,7,2,8,25,2,3,4,3,2,8,home,1,yes,absent,no,6,yes,2
HGO408,48,f,single,Research & Development,Laboratory Technician,3,4,2,2,4,15,4,8,2,1,2,0,1,5,11,office,0,no,present,yes,12,no,3
Wux947,28,f,single,Sales,Sales Executive,4,1,1,4,4,20,2,8,8,2,3,0,1,3,9,home,5,no,absent,yes,3,yes,2
sSW280,28,f,single,Development,Developer,4,4,3,4,1,22,1,8,21,5,1,0,3,5,14,home,3,no,absent,no,9,yes,2
nGL160,36,f,married,Development,Senior Developer,5,1,3,4,3,17,4,8,22,4,2,1,1,4,7,office,4,no,absent,yes,15,yes,3
uMg163,48,f,single,Development,Senior Developer,5,2,1,1,1,16,2,8,11,4,3,3,5,3,9,home,0,yes,present,yes,7,yes,4
cTR530,32,f,single,Development,Senior Developer,5,2,1,5,3,20,4,8,23,5,4,3,4,1,7,office,4,no,present,yes,5,yes,1
ePa900,25,m,single,Development,Senior Developer,1,2,2,2,4,18,3,8,25,6,2,5,2,5,14,office,0,no,present,yes,8,yes,2
edx321,26,f,single,Development,Developer,1,3,2,3,3,17,4,8,7,3,4,3,3,5,8,home,0,yes,absent,no,6,yes,1
CzQ033,37,m,married,Development,Developer,5,4,1,4,4,14,1,8,1,6,4,4,3,4,13,office,0,yes,present,no,6,yes,3
kVU015,25,f,married,Development,Senior Developer,5,3,2,1,4,21,4,8,14,4,2,3,5,2,6,office,0,no,present,yes,7,no,3
FFV554,50,m,single,Development,Developer,5,4,2,4,4,10,2,8,25,3,3,4,2,1,12,office,3,no,present,yes,10,no,4
Jlr101,27,m,married,Development,Senior Developer,3,1,4,2,3,22,4,8,17,6,2,1,3,1,11,home,0,yes,absent,yes,7,no,1
yOG822,34,m,married,Development,Senior Developer,3,2,4,3,2,18,2,8,13,5,4,2,3,5,14,office,0,no,absent,no,15,no,4
DyV034,37,f,single,Sales,Manager,1,3,1,3,2,15,1,8,6,6,3,1,1,1,9,home,2,yes,present,no,13,no,2
ymW291,34,m,single,Development,Developer,2,1,3,2,3,6,2,8,3,2,4,1,2,5,8,home,2,yes,absent,yes,8,yes,1
BGo847,38,f,married,Development,Developer,1,3,2,5,2,22,1,8,8,6,3,3,5,1,14,office,2,yes,present,yes,12,no,3
jOM854,47,f,married,Development,Developer,5,4,4,1,2,13,4,8,5,2,1,0,4,5,4,home,0,yes,present,yes,3,yes,1
wxv035,46,m,single,Development,Developer,5,2,2,3,1,5,3,8,21,2,3,0,4,4,14,home,4,no,absent,yes,12,yes,3
rrZ301,25,m,single,Development,Senior Developer,1,3,1,4,1,9,4,8,14,4,2,2,5,5,12,office,4,yes,absent,no,8,no,2
OFx063,42,f,married,Development,Senior Developer,5,3,4,4,4,5,2,8,1,1,1,5,2,2,10,home,1,no,absent,yes,16,yes,1
wBv817,47,f,single,Sales,Sales Executive,1,2,3,2,3,16,2,8,19,2,2,3,2,3,6,office,4,no,absent,no,1,no,4
KCE950,47,f,married,Development,Developer,2,4,3,3,1,10,3,8,4,4,2,5,1,5,11,home,5,no,present,yes,14,yes,1
Vqg408,30,m,married,Sales,Manager,5,1,1,5,2,23,2,8,19,4,3,1,4,3,12,home,1,yes,present,no,1,no,4
qHy177,34,f,single,Development,Developer,2,1,1,1,1,13,1,8,11,5,3,0,3,4,10,home,5,no,absent,yes,7,yes,4
guc914,50,m,single,Development,Technical Architect,2,3,1,5,4,9,1,8,24,2,3,4,3,5,14,office,1,no,present,no,15,no,1
IWl717,41,m,married,Development,Developer,1,1,4,2,2,16,3,8,17,5,3,3,2,5,13,office,2,no,absent,no,2,no,2
nfs620,30,m,single,Development,Technical Architect,1,3,2,4,3,13,2,8,20,4,1,0,2,2,7,office,2,no,present,no,5,yes,1
Fjk425,41,f,single,Sales,Sales Representative,3,1,3,4,3,9,1,8,14,2,4,3,1,4,5,home,4,no,absent,no,2,yes,3
KIA474,25,m,single,Sales,Sales Representative,5,3,1,5,3,7,3,8,21,5,1,0,4,2,7,home,1,no,absent,no,4,no,2
GFN845,43,f,married,Development,Developer,3,1,1,1,3,19,1,8,16,2,4,5,2,5,14,office,1,no,absent,yes,11,yes,2
XUI579,46,f,married,Sales,Sales Executive,5,2,4,2,3,12,1,8,20,3,3,3,3,5,9,office,0,yes,present,yes,6,yes,3
AKO260,40,m,single,Development,Developer,1,2,1,2,1,17,1,8,18,3,2,0,3,3,9,office,3,yes,absent,no,3,yes,3
YwX971,48,m,single,Development,Technical Architect,3,2,2,4,4,19,1,8,10,4,4,5,2,1,5,office,5,yes,absent,yes,7,yes,3
QbS743,50,m,single,Development,Technical Architect,5,2,3,4,4,25,1,8,8,4,4,4,2,5,12,office,1,no,present,no,5,no,1
HTF949,26,m,married,Sales,Sales Executive,1,1,4,2,4,18,4,8,14,4,4,2,4,1,14,home,5,no,present,yes,3,yes,2
ult279,36,f,single,Development,Developer,5,1,1,1,1,18,1,8,5,3,3,5,4,3,8,office,5,no,absent,yes,1,no,1
BHe372,33,f,single,Sales,Sales Executive,1,3,2,2,4,12,3,8,15,3,3,2,4,3,5,home,3,no,absent,yes,11,yes,4
mDo748,25,m,married,Development,Developer,1,2,2,3,2,17,4,8,20,4,2,3,2,4,11,office,1,no,absent,yes,11,yes,1
sAE452,35,f,married,Sales,Sales Executive,5,1,3,2,3,21,2,8,3,6,2,4,1,5,7,office,4,yes,absent,yes,8,yes,4
Hou177,30,f,single,Development,Technical Architect,5,2,2,1,3,25,1,8,9,1,1,1,3,1,5,home,3,no,present,no,14,yes,3
BlD025,33,f,single,Development,Developer,3,1,3,5,1,5,1,8,8,3,3,0,3,5,8,office,4,yes,present,no,8,yes,4
aea306,29,m,married,Development,Technical Architect,4,2,2,3,1,14,2,8,7,2,1,2,2,5,11,home,2,no,absent,no,9,yes,3
RoC235,39,m,single,Sales,Sales Executive,3,3,4,3,2,20,3,8,8,5,4,4,2,4,5,office,5,no,absent,no,5,yes,4
rAi076,41,m,single,Development,Technical Architect,4,1,2,5,3,19,3,8,7,5,2,0,5,2,6,office,3,yes,present,no,6,no,4
AdU479,49,m,single,Sales,Sales Executive,3,4,1,3,4,17,3,8,5,1,2,0,2,5,4,home,5,yes,absent,yes,6,no,2
CbI061,42,m,single,Development,Developer,4,3,4,2,4,9,2,8,23,3,2,3,2,2,11,home,3,yes,present,yes,8,no,3
tkT584,42,f,married,Sales,Sales Executive,5,3,2,4,1,16,4,8,10,1,2,5,3,1,13,home,1,yes,present,yes,2,no,4
nNG189,36,m,single,Development,Business Analyst,2,3,1,2,3,5,2,8,16,3,1,5,1,3,6,home,4,yes,absent,yes,4,yes,4
aph124,37,f,married,Development,Developer,2,3,1,1,2,17,4,8,21,5,3,3,3,2,10,office,1,yes,present,yes,1,yes,1
bOU430,50,m,single,Development,Business Analyst,1,1,3,1,1,21,4,8,14,6,4,2,1,4,4,home,1,no,present,no,16,yes,3
DwQ696,31,m,single,Development,Developer,4,2,3,1,1,9,1,8,25,1,2,3,5,1,8,office,4,yes,absent,yes,13,no,2
TvY061,29,f,married,Development,Developer,1,3,4,5,1,6,1,8,18,2,1,2,3,5,13,home,2,yes,present,yes,16,yes,4
cfb763,36,f,single,Development,Developer,2,3,4,5,1,20,10,8,24,2,1,4,4,5,11,home,2,yes,present,yes,3,yes,3
KRq737,45,f,single,Sales,Sales Executive,2,4,1,5,1,19,2,8,17,1,-3,0,4,3,14,home,2,no,absent,no,15,no,2
ThP309,34,m,single,Development,Business Analyst,5,1,3,1,3,23,3,8,20,3,1,1,4,1,6,office,3,no,absent,yes,1,no,4
JZs929,44,f,single,Development,Business Analyst,3,4,1,3,3,6,1,8,20,1,1,5,5,4,13,office,3,yes,present,no,2,no,1
RXF859,27,m,single,Development,Business Analyst,3,1,1,4,3,17,2,8,9,4,3,5,1,4,8,office,0,yes,absent,no,16,yes,4
tqf569,34,f,married,Development,Developer,5,2,3,5,2,18,3,8,19,5,4,0,2,5,5,office,0,yes,present,no,9,yes,3
lin139,43,m,married,Development,Developer,3,3,1,4,2,15,4,8,1,3,2,0,5,3,9,office,1,no,absent,no,1,yes,4
oPT437,50,f,single,Development,Business Analyst,2,2,4,3,1,20,4,8,3,1,3,3,3,2,14,home,4,no,present,yes,12,no,4
anx287,49,f,single,Development,Business Analyst,5,2,4,1,3,14,1,8,16,2,4,3,4,4,7,office,3,no,present,no,14,no,4
tNa154,31,m,single,Development,Developer,1,1,4,1,1,15,4,8,1,4,3,1,1,4,11,home,3,yes,present,yes,9,yes,4
nto346,31,f,single,Development,Developer,5,4,2,5,3,19,2,8,10,1,2,5,5,5,5,home,4,yes,present,yes,14,no,4
LLO350,27,f,single,Development,Developer,1,3,1,5,4,22,4,8,2,5,2,4,4,4,12,office,5,no,present,no,4,yes,2
aXJ432,49,m,married,Sales,Sales Executive,1,4,3,2,4,10,2,8,20,6,1,3,5,5,10,home,3,yes,absent,no,8,yes,3
Kya388,48,f,single,Human Resources,Human Resources,2,1,1,4,2,23,3,8,14,6,3,2,4,4,11,home,2,yes,present,yes,9,no,3
XUn587,38,m,single,Development,Developer,1,3,2,1,1,10,2,8,4,5,1,2,4,4,9,office,3,yes,present,yes,2,no,2
DmN143,26,f,single,Development,Business Analyst,2,3,4,3,4,23,3,8,21,6,4,5,5,1,7,office,1,yes,present,no,3,no,1
VRX318,40,f,married,Sales,Sales Executive,5,3,1,2,3,25,3,8,22,4,3,2,3,5,7,home,3,no,absent,no,8,yes,3
Vyy242,31,f,single,Development,Developer,3,4,2,4,1,16,2,8,7,2,3,2,2,1,6,office,0,no,present,yes,10,yes,3
Bwb302,50,f,single,Development,Business Analyst,4,4,4,2,1,17,4,8,17,2,2,5,4,3,9,office,5,no,present,no,6,no,1
iWf187,37,m,single,Sales,Sales Representative,2,3,3,5,4,16,4,8,1,4,3,3,4,1,11,office,2,yes,absent,no,9,yes,2
jGC510,40,f,married,Development,Developer,4,3,1,2,2,12,4,8,15,6,4,1,3,2,5,office,3,yes,absent,yes,3,yes,2
oQS036,27,f,married,Sales,Sales Executive,3,1,4,3,3,9,2,8,21,2,2,4,5,1,10,office,1,no,present,no,4,no,1
KgA169,27,m,married,Development,Developer,2,3,2,3,2,6,3,8,7,2,1,1,5,1,4,office,1,yes,present,no,9,yes,4
KCu338,33,f,married,Sales,Sales Executive,4,1,3,2,2,8,3,8,3,5,1,1,1,2,11,office,4,no,present,no,2,no,2
rdq694,44,f,married,Sales,Sales Executive,3,2,4,5,1,21,2,8,23,6,2,5,5,5,14,home,4,no,present,yes,14,no,4
ZDC538,40,m,single,Development,Developer,3,1,4,5,4,7,3,8,11,3,3,0,3,4,13,office,1,no,absent,no,8,yes,2
gNC839,26,m,married,Sales,Sales Executive,5,2,2,4,1,21,4,8,18,2,4,4,1,4,12,home,1,yes,absent,no,7,no,4
UvC407,47,f,single,Sales,Sales Executive,2,1,3,3,2,15,3,8,2,1,4,1,1,3,13,home,5,no,present,no,2,no,3
iUw243,33,m,married,Sales,Sales Executive,3,4,2,5,2,6,2,8,5,2,4,3,4,5,6,office,2,yes,absent,no,8,yes,1
YZI020,47,m,single,Sales,Sales Executive,1,3,3,3,4,12,1,8,24,1,1,2,5,4,4,office,2,yes,absent,no,10,yes,2
IYC870,45,m,married,Development,Developer,4,3,3,4,1,23,2,8,15,3,3,1,2,2,9,office,3,yes,present,no,13,no,1
jic036,42,m,married,Human Resources,Human Resources,5,4,1,2,4,22,1,8,23,2,4,3,1,2,6,office,0,yes,present,yes,15,yes,3
jME160,43,m,married,Development,Developer,2,2,3,1,4,19,4,8,5,1,2,0,5,2,5,office,2,no,absent,no,2,no,3
aQT191,33,m,single,Development,Developer,2,2,4,1,2,19,3,8,15,2,4,1,5,1,12,home,5,yes,present,yes,4,no,4
Tcf186,39,m,married,Development,Business Analyst,2,3,1,4,2,21,1,8,23,5,3,0,3,3,7,home,3,no,absent,yes,11,yes,4
wHH593,33,f,married,Development,Business Analyst,3,2,2,5,1,20,2,8,18,1,1,1,4,4,8,home,2,yes,present,yes,3,no,3
SIY808,30,f,single,Sales,Sales Executive,2,4,4,1,4,18,3,8,8,4,1,4,4,4,9,office,5,no,present,yes,15,no,2
MDx720,43,m,married,Development,Business Analyst,5,3,2,3,3,20,1,8,18,1,3,3,5,3,7,office,0,no,present,no,5,no,4
nbG886,50,f,married,Development,Developer,3,2,3,5,2,12,2,8,13,1,2,1,2,2,6,office,1,yes,absent,no,16,no,2
ZVy797,29,m,single,Development,Developer,2,1,2,2,4,12,2,8,24,1,4,3,5,4,12,office,0,yes,present,yes,2,yes,3
LKT771,40,f,single,Human Resources,Manager,1,1,4,5,1,14,1,8,22,3,4,4,2,1,11,office,4,no,present,yes,4,no,1
zMa848,43,f,single,Development,Business Analyst,3,1,2,3,1,9,3,8,5,6,1,4,5,4,8,home,2,yes,present,yes,11,yes,3
czg920,47,m,married,Development,Business Analyst,5,4,4,3,2,7,1,8,12,1,2,0,2,3,13,home,5,no,present,yes,12,yes,3
gDL797,43,m,single,Sales,Sales Executive,1,2,1,5,1,7,3,8,2,5,3,2,2,1,7,home,0,yes,present,yes,13,no,2
DTB238,41,m,single,Development,Business Analyst,2,3,4,5,4,20,2,8,24,6,4,4,2,5,10,office,3,no,present,yes,2,no,3
SSk070,37,m,married,Development,Developer,5,2,4,2,4,13,2,8,9,4,4,0,3,4,14,home,3,yes,absent,yes,8,no,4
ETZ848,47,m,married,Sales,Manager,4,3,1,1,1,9,3,8,14,5,4,5,3,5,4,home,5,yes,absent,yes,11,yes,4
AGI293,45,f,single,Sales,Sales Executive,5,2,2,3,3,16,1,8,24,5,3,0,1,4,11,office,2,yes,absent,no,12,no,4
tTe731,49,m,married,Development,Developer,3,3,4,3,2,10,1,8,18,3,2,2,1,3,5,office,3,no,present,no,5,no,3
eje756,50,f,single,Sales,Sales Executive,1,2,2,5,2,10,2,8,12,3,1,1,4,1,14,office,2,no,absent,no,7,no,4
WpG555,28,f,married,Development,Developer,2,2,1,3,4,23,2,8,19,1,3,1,1,1,13,home,3,no,present,yes,13,no,4
aWu220,34,m,married,Development,Developer,4,4,4,2,3,22,1,8,7,6,4,1,4,4,5,office,1,no,absent,yes,7,yes,4
CLw161,34,f,single,Sales,Sales Representative,4,2,3,2,3,14,1,8,11,5,2,4,4,5,6,office,3,no,absent,no,3,no,4
bmN742,35,f,single,Development,Developer,3,2,3,2,3,9,3,8,19,3,3,0,4,1,5,office,2,no,absent,no,12,no,1
KAJ757,30,m,married,Development,Developer,4,2,4,5,4,6,4,8,16,1,1,4,3,3,4,home,5,no,present,yes,16,no,3
lzP726,49,f,married,Development,Developer,2,4,3,3,2,22,2,8,14,3,4,1,5,3,7,office,1,no,present,no,16,yes,4
HvZ873,45,m,married,Sales,Sales Executive,5,2,1,2,2,8,1,8,11,4,1,2,4,2,13,home,2,yes,absent,yes,1,yes,2
Mpi853,41,m,single,Sales,Sales Executive,5,1,4,2,4,21,1,8,15,1,4,4,2,2,14,office,5,yes,absent,yes,1,no,4
nKB608,37,m,married,Sales,Sales Executive,5,2,2,4,1,15,1,8,3,5,4,0,5,5,8,home,1,yes,present,yes,10,no,2
MgR720,40,f,married,Human Resources,Human Resources,1,2,4,4,4,19,2,8,14,4,2,5,3,3,6,home,5,no,absent,no,9,no,3
CzR182,26,m,married,Development,Developer,4,3,3,4,4,22,2,8,8,2,3,4,4,1,6,home,5,yes,absent,no,5,no,4
YZr315,47,m,single,Development,Business Analyst,3,3,4,1,2,22,4,8,6,2,2,5,3,3,4,home,2,no,absent,yes,13,yes,3
qDE183,33,f,married,Sales,Sales Executive,1,1,4,4,4,10,1,8,20,5,4,2,4,1,5,office,1,yes,present,no,2,yes,4
xpr976,35,m,single,Human Resources,Human Resources,2,1,4,2,2,25,4,8,1,2,4,1,4,4,13,office,3,no,present,no,1,no,2
cko376,31,f,married,Development,Technical Lead,1,4,4,5,2,7,3,8,20,1,4,4,1,3,11,office,2,no,present,yes,14,no,4
wyw738,37,m,married,Development,Developer,1,3,3,1,1,13,2,8,19,6,3,3,3,4,11,home,1,no,present,no,2,no,2
rIk068,43,m,single,Development,Developer,3,4,1,2,2,16,1,8,10,3,2,3,1,3,13,office,2,yes,present,yes,5,yes,1
DWQ791,34,f,married,Development,Developer,3,4,1,1,3,13,4,8,13,5,3,2,5,5,13,office,0,yes,absent,yes,15,yes,3
KKj548,41,f,married,Development,Developer,2,3,4,2,1,17,3,8,18,2,1,5,3,2,11,office,4,no,absent,yes,7,no,2
WPo336,30,f,married,Development,Technical Lead,5,1,3,2,4,8,3,8,23,5,3,5,2,4,10,office,3,no,absent,no,4,no,1
pUT702,45,m,single,Sales,Sales Executive,5,3,4,3,2,20,3,8,7,1,3,4,3,4,11,office,4,no,present,no,4,no,4
lpg099,49,m,single,Sales,Sales Representative,3,3,3,4,2,13,2,8,14,3,2,5,1,1,9,home,2,yes,present,yes,6,yes,2
WvF252,49,m,single,Development,Developer,1,3,4,5,3,25,3,8,23,6,2,4,1,4,7,office,4,no,absent,no,13,no,3
mjJ237,25,m,single,Sales,Sales Executive,5,3,1,3,3,20,2,8,9,4,2,2,1,3,12,office,2,yes,present,yes,15,yes,1
HuT019,40,f,married,Development,Technical Lead,5,3,2,4,1,13,2,8,1,6,1,4,4,1,4,home,3,yes,present,yes,5,yes,1
CUy403,47,f,single,Development,Technical Lead,2,1,4,5,4,15,1,8,25,5,4,3,5,4,12,office,4,no,absent,no,11,yes,3
GrO172,32,m,married,Sales,Sales Executive,4,2,4,5,4,24,2,8,24,6,3,5,3,2,10,home,1,yes,absent,no,13,yes,2
BVo841,38,m,single,Sales,Sales Representative,5,2,2,4,2,11,1,8,13,6,2,5,5,5,9,home,4,no,absent,no,10,yes,2
ogF472,33,f,married,Development,Developer,3,4,2,5,4,18,4,8,12,6,3,1,4,5,10,home,4,yes,present,yes,9,no,1
HAx076,33,m,single,Development,Developer,4,3,1,3,4,24,4,8,1,5,3,4,1,5,6,home,3,yes,present,yes,2,no,4
Ipt309,27,m,single,Development,Developer,1,4,4,2,4,8,2,8,15,1,4,3,3,1,9,office,5,yes,present,yes,3,no,3
RFt557,25,f,single,Development,Technical Lead,2,1,1,5,4,12,4,8,15,6,1,4,1,2,10,home,5,yes,absent,yes,16,yes,2
aZa850,47,f,married,Development,Technical Lead,4,4,2,3,2,24,4,8,4,2,4,3,2,5,6,home,0,no,absent,yes,4,yes,4
ETS049,27,m,single,Development,Developer,5,2,4,1,3,6,4,8,5,3,2,5,5,5,8,office,4,no,present,yes,14,no,1
kWx169,36,f,single,Sales,Sales Executive,3,4,3,4,2,23,2,8,25,2,4,0,4,4,7,home,3,no,absent,no,1,no,4
JZO591,40,m,married,Sales,Sales Executive,2,3,4,4,4,8,1,8,21,6,3,0,1,2,4,office,4,yes,present,yes,9,yes,1
yts390,47,m,single,Development,Developer,2,4,2,1,2,24,3,8,14,2,2,0,1,3,4,office,2,yes,present,no,15,no,4
bxR044,42,f,single,Development,Technical Lead,3,3,3,1,3,17,4,8,6,3,1,1,2,2,7,office,5,no,present,no,8,yes,3
Vcc084,25,m,married,Sales,Sales Representative,5,3,2,4,1,10,3,8,19,4,4,5,4,2,4,office,2,no,absent,yes,11,yes,2
CHN655,26,f,married,Development,Technical Lead,5,4,3,2,2,24,3,8,12,3,4,0,1,5,6,office,5,yes,present,yes,12,no,1
uLI210,31,f,married,Development,Developer,5,1,1,5,1,11,3,8,13,4,2,3,3,1,6,home,1,no,present,yes,14,yes,1
QDn056,46,m,married,Sales,Sales Executive,5,4,4,4,3,5,2,8,15,6,4,1,2,3,11,home,2,yes,present,no,14,yes,2
Fwd802,43,f,married,Development,Developer,2,3,4,1,2,12,4,8,24,2,2,0,3,3,13,office,4,no,present,no,5,yes,1
YGq945,39,f,married,Development,Developer,3,4,2,4,1,23,3,8,18,3,2,5,1,2,8,office,0,yes,absent,no,3,no,1
yZi986,25,f,married,Development,Developer,5,1,2,2,4,13,3,8,10,5,3,4,5,3,14,home,2,no,present,no,14,no,3
slb313,46,m,single,Sales,Sales Executive,4,3,4,2,3,18,2,8,21,5,2,4,4,3,6,home,4,no,present,yes,11,no,2
LJN952,26,m,married,Development,Technical Lead,2,2,3,4,4,24,4,8,19,1,3,2,4,2,7,office,0,yes,present,yes,16,yes,4
CpR224,37,m,married,Development,Developer,1,4,4,3,1,17,2,8,14,4,4,3,2,2,4,home,3,yes,absent,yes,15,yes,2
aAi018,26,m,single,Sales,Sales Representative,5,2,4,5,1,14,4,8,24,2,4,3,3,1,7,office,3,yes,absent,no,14,no,2
Tdk896,47,f,single,Development,Developer,4,4,1,3,2,13,2,8,6,4,4,3,2,1,8,office,3,yes,present,yes,7,yes,1
VEA482,44,m,single,Development,Technical Lead,3,2,4,3,1,20,3,8,6,4,2,5,4,4,12,home,4,no,present,yes,5,yes,2
Eun322,35,m,single,Development,Developer,4,3,2,2,3,11,4,8,3,1,3,4,3,5,11,office,4,yes,present,yes,10,no,3
opO983,48,f,single,Development,Developer,4,4,3,4,4,10,2,8,5,4,1,2,3,3,4,home,4,yes,present,no,8,no,1
AFq406,46,m,single,Development,Technical Lead,1,1,2,3,4,14,2,8,14,1,1,0,3,2,5,office,5,no,absent,no,7,no,3
zml653,32,m,single,Development,Developer,3,4,3,4,2,22,3,8,13,6,3,1,5,1,5,home,0,yes,present,yes,14,no,1
EBe146,30,f,single,Development,Developer,4,4,4,1,4,17,1,8,11,6,2,5,4,4,10,home,1,no,absent,yes,16,no,1
fKh009,44,f,married,Development,Developer,3,2,1,3,4,8,1,8,20,5,3,3,3,3,9,home,0,no,present,no,15,no,1
obv620,40,f,single,Development,Developer,3,3,3,3,4,7,2,8,18,1,3,2,4,4,8,office,5,yes,absent,no,3,no,1
QXY063,27,m,married,Development,Technical Lead,3,1,4,2,2,16,2,8,4,2,4,5,5,4,11,home,1,yes,absent,no,5,yes,2
pnz653,50,m,single,Development,Technical Lead,3,1,2,5,4,8,3,8,15,5,2,0,3,2,5,office,1,yes,present,yes,13,yes,3
QHv051,47,f,single,Development,Developer,5,2,1,4,3,15,4,8,10,2,2,4,5,3,8,home,3,no,absent,yes,11,no,2
foP769,45,m,single,Development,Developer,4,2,1,5,1,19,2,8,2,2,1,5,3,2,14,office,2,no,present,yes,12,yes,3
